cdate,cp,pctlead,dow,dom,moy,mdy4,mdy5,mdy6,mdy7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2000-03-24,1527.46,-0.236,5,24,03,0.614,1.235,5.383,9.051,2.318,3.082,3.165,0.0,0.007,1.787,4.863,12.383
2000-03-23,1527.35,0.007,4,23,03,0.617,3.107,1.389,5.797,0.747,-1.948,-2.101,-0.501,1.78,2.241,4.294,10.388
2000-03-22,1500.64,1.78,3,22,03,2.475,4.098,1.716,1.466,-2.675,0.08,-6.031,-2.713,0.453,3.021,2.891,7.567
2000-03-21,1493.87,0.453,2,21,03,1.584,-1.667,5.207,-0.562,2.831,-0.156,-0.965,-4.276,2.557,2.008,7.307,6.576
2000-03-20,1456.63,2.557,1,20,03,-3.2,-2.288,3.48,-0.149,-2.905,-6.107,-3.068,-5.953,-0.535,-0.126,7.172,6.58
2000-03-17,1464.47,-0.535,5,17,03,0.942,6.99,4.348,2.998,-3.298,-0.81,1.634,-3.6,0.411,5.196,5.843,8.03
2000-03-16,1458.47,0.411,4,16,03,5.991,5.903,-0.246,0.78,2.572,3.236,3.531,9.336,4.765,7.308,4.545,4.829
2000-03-15,1392.14,4.765,3,15,03,-0.083,-2.47,-5.483,-4.507,0.647,2.464,-3.344,2.722,2.427,0.616,-0.681,-1.209
2000-03-14,1359.15,2.427,2,14,03,-2.388,-5.807,-3.507,-1.75,1.805,0.286,-2.977,0.325,-1.769,-2.575,-0.552,-1.636
2000-03-13,1383.62,-1.769,1,13,03,-3.502,-3.09,-1.293,-0.07,-1.493,-5.669,-5.15,-0.237,-0.821,-1.289,2.065,0.321
2000-03-10,1395.07,-0.821,5,10,03,0.427,2.441,1.029,4.538,-4.239,-3.253,5.607,2.284,-0.472,2.076,0.272,2.097
2000-03-09,1401.69,-0.472,4,09,03,2.006,1.854,1.033,7.8,1.03,0.55,6.276,9.442,2.56,3.398,-0.531,3.979
2000-03-08,1366.7,2.56,3,08,03,-0.149,-1.379,1.821,6.402,-0.475,9.158,3.403,12.046,0.817,-1.767,-1.09,2.5
2000-03-07,1355.62,0.817,2,07,03,-1.232,-0.806,1.24,5.277,9.679,5.694,5.18,9.875,-2.563,-3.8,-1.709,0.162
2000-03-06,1391.28,-2.563,1,06,03,0.431,3.244,3.474,7.811,-3.633,-5.273,-3.147,-2.251,-1.27,0.689,1.819,2.248
2000-03-03,1409.17,-1.27,5,03,03,2.801,2.062,6.698,9.592,-1.701,-0.486,2.98,0.331,1.984,2.174,4.534,4.215
2000-03-02,1381.76,1.984,4,02,03,-0.718,0.222,4.5,6.527,1.236,2.244,8.359,2.667,0.186,1.123,3.63,2.65
2000-03-01,1379.19,0.186,3,01,03,0.947,4.542,3.988,3.988,0.996,3.483,4.464,-2.337,0.935,2.31,1.903,-0.653
2000-02-29,1366.42,0.935,2,29,02,3.561,4.268,4.192,4.549,2.463,5.981,0.925,-5.862,1.363,2.479,0.421,-1.531
2000-02-28,1348.05,1.363,1,28,02,0.683,-0.53,2.712,0.83,3.434,0.948,-2.572,-7.326,1.102,-0.398,-0.305,-3.852
2000-02-25,1333.36,1.102,5,25,02,-1.205,-0.073,1.939,0.306,-2.404,-4.771,-5.253,-7.038,-1.483,-2.009,-0.946,-4.071
2000-02-24,1353.43,-1.483,4,24,02,1.146,3.26,0.0,1.766,-2.426,-3.486,-6.51,-1.448,-0.534,0.093,-2.509,-2.429
2000-02-23,1360.69,-0.534,3,23,02,2.09,2.014,0.342,-0.678,-1.087,-0.507,-6.725,-1.661,0.63,1.085,-1.944,-3.962
2000-02-22,1352.17,0.63,2,22,02,-0.075,-3.157,-1.832,-1.374,0.587,-3.133,-4.88,-1.062,0.452,-2.6,-3.558,-4.218
2000-02-18,1346.09,0.452,5,18,02,-3.084,-1.639,-1.602,-3.084,-3.698,-6.25,-1.884,-4.991,-3.038,-2.996,-3.155,-6.633
2000-02-17,1388.26,-3.038,4,17,02,1.492,1.368,1.766,0.986,-2.65,-1.803,5.414,-3.554,0.043,-0.984,0.082,-2.526
2000-02-16,1387.67,0.043,3,16,02,-0.122,0.037,-1.017,0.381,0.87,4.657,5.43,-1.088,-1.026,-0.163,-2.058,-2.577
2000-02-15,1402.05,-1.026,2,15,02,0.159,0.392,0.466,-0.377,3.755,7.35,4.013,-3.727,0.871,1.076,-0.684,-1.608
2000-02-14,1389.94,0.871,1,14,02,0.233,-1.053,-1.506,0.926,3.465,0.738,-3.167,-8.794,0.203,-1.898,-3.592,-1.361
2000-02-11,1387.12,0.203,5,11,02,-1.283,0.074,-0.767,1.797,-2.636,-3.108,-8.508,-11.191,-2.097,-1.742,-2.606,-1.572
2000-02-10,1416.83,-2.097,4,10,02,1.374,-0.458,1.412,4.173,-0.485,-3.876,-6.182,-8.446,0.363,-1.726,-0.529,1.604
2000-02-09,1411.71,0.363,3,09,02,-1.807,-0.84,-0.84,3.571,-3.408,-5.573,-7.441,-3.334,-2.082,-0.88,-0.931,3.79
2000-02-08,1441.72,-2.082,2,08,02,0.986,1.878,2.469,2.091,-2.241,-2.399,-5.811,-2.543,1.227,1.218,2.314,3.086
2000-02-07,1424.24,1.227,1,07,02,0.884,0.0,2.584,1.62,-0.161,-1.979,-2.933,-3.293,-0.009,-0.051,1.062,1.435
2000-02-04,1424.37,-0.009,5,04,02,-0.876,0.58,2.723,0.506,-1.821,-3.496,-2.413,-3.783,-0.042,1.082,2.145,1.017
2000-02-03,1424.97,-0.042,4,03,02,1.469,2.584,4.448,1.469,-1.706,-0.974,4.437,-2.22,1.125,1.113,4.765,1.672
2000-02-02,1409.12,1.125,3,02,02,1.098,2.131,-0.369,-2.41,0.745,1.122,3.469,-1.4,-0.011,1.051,0.755,-2.237
2000-02-01,1409.28,-0.011,2,01,02,1.021,1.817,-0.94,-3.47,0.374,5.464,-0.371,-0.597,1.063,3.611,0.37,-2.51
2000-01-31,1394.46,1.063,1,31,01,0.788,-2.448,-2.159,-4.446,5.071,2.321,-1.404,-3.132,2.522,-0.293,-1.104,-4.22
2000-01-28,1360.16,2.522,5,28,01,-3.21,-2.708,-2.852,-4.722,-2.617,-5.533,-6.374,-6.926,-2.746,-3.129,-2.952,-6.527
2000-01-27,1398.56,-2.746,4,27,01,0.519,0.296,-2.048,-1.526,-2.994,-3.64,-4.706,-3.284,-0.394,-0.813,-2.969,-4.545
2000-01-26,1404.09,-0.394,3,26,01,-0.222,-0.148,-2.554,-0.529,-0.666,-0.89,-0.227,-2.271,-0.421,0.183,-2.869,-3.145
2000-01-25,1410.03,-0.421,2,25,01,0.074,-2.337,-2.337,2.116,-0.226,-1.106,-1.753,0.671,0.606,-2.174,-3.151,-1.551
2000-01-24,1401.53,0.606,1,24,01,-2.41,-2.41,-1.925,1.048,-0.882,0.669,-0.59,0.298,-2.763,-3.047,-3.684,-2.574
2000-01-21,1441.36,-2.763,5,21,01,0.0,0.0,0.533,0.46,1.565,-0.655,1.493,1.493,-0.291,-0.999,-1.624,-1.114
2000-01-20,1445.57,-0.291,4,20,01,0.0,0.496,2.078,2.469,-2.186,-1.251,-2.048,-1.472,-0.71,-0.658,-0.284,0.284
2000-01-19,1455.9,-0.71,3,19,01,0.496,0.533,4.56,7.18,0.956,2.161,2.467,0.434,0.052,-0.631,1.651,3.737
2000-01-18,1455.14,0.052,2,18,01,0.036,1.574,3.031,5.722,1.194,-0.808,0.893,4.63,-0.683,0.377,1.153,3.782
2000-01-14,1465.15,-0.683,5,14,01,1.537,4.006,-0.073,6.694,-1.978,0.299,0.0,9.035,1.067,2.297,0.518,4.697
2000-01-13,1449.68,1.067,4,13,01,2.431,1.435,0.383,1.523,2.323,1.714,0.589,9.105,1.217,0.773,0.57,-0.381
2000-01-12,1432.25,1.217,3,12,01,-0.973,-3.922,2.505,-2.145,-0.595,-0.299,-1.984,3.649,-0.439,-1.739,2.052,-2.518
2000-01-11,1438.56,-0.439,2,11,01,-2.977,-1.037,2.611,-1.037,0.299,-1.107,3.704,4.426,-1.306,-0.202,2.6,-1.769
2000-01-10,1457.6,-1.306,1,10,01,2.0,6.689,6.772,1.887,-1.401,-1.69,9.035,3.153,1.119,3.858,4.157,-0.4
2000-01-07,1441.47,1.119,5,07,01,4.597,3.687,1.136,1.098,-0.293,4.864,8.466,5.267,2.709,2.807,-0.945,-1.111
2000-01-06,1403.45,2.709,4,06,01,-0.87,0.078,-4.536,-2.933,5.173,10.91,5.747,3.89,0.096,0.288,-4.478,-3.682
2000-01-05,1402.11,0.096,3,05,01,0.956,-2.46,-3.556,-2.884,5.455,3.435,0.696,-3.353,0.192,-3.65,-4.258,-3.856
2000-01-04,1399.42,0.192,2,04,01,-3.384,-4.61,-4.575,-2.47,-1.915,-4.655,-5.395,-5.173,-3.834,-4.753,-4.376,-2.556
2000-01-03,1455.22,-3.834,1,03,01,-1.27,-1.123,-0.037,2.312,-2.793,-2.648,-2.95,-3.022,-0.955,-0.632,-0.167,1.52
1999-12-31,1469.25,-0.955,5,31,12,0.148,0.037,1.68,5.653,0.149,-0.776,-1.756,-1.66,0.326,0.396,0.834,3.608
1999-12-30,1464.47,0.326,4,30,12,-0.111,1.098,0.696,2.792,-0.924,-0.31,-4.021,-2.639,0.069,0.467,0.42,3.057
1999-12-29,1463.46,0.069,3,29,12,1.211,1.642,2.206,2.568,0.62,-0.988,0.235,-3.057,0.398,0.436,1.903,3.149
1999-12-28,1457.66,0.398,2,28,12,0.426,-0.398,2.351,2.468,-1.598,-3.723,-0.074,-2.853,0.038,-0.047,1.69,3.137
1999-12-27,1457.1,0.038,1,27,12,-0.82,0.555,3.907,2.69,-2.16,1.235,0.098,-0.461,-0.085,1.46,2.751,3.843
1999-12-23,1458.34,-0.085,4,23,12,1.386,2.759,2.081,1.502,3.469,3.789,1.44,1.391,1.547,1.738,2.626,3.047
1999-12-22,1436.13,1.547,3,22,12,1.354,3.334,0.354,0.038,0.31,-1.123,-3.284,-2.186,0.188,1.272,1.223,1.347
1999-12-21,1433.43,0.188,2,21,12,1.954,-0.66,0.115,-0.874,-1.428,-2.263,-2.781,-6.235,1.082,0.873,1.422,1.798
1999-12-20,1418.09,1.082,1,20,12,-2.563,-2.884,-1.171,-3.312,-0.847,-2.185,-0.558,-1.869,-0.207,-0.049,1.063,1.012
1999-12-17,1421.03,-0.207,5,17,12,-0.329,0.78,-0.568,-2.258,-1.349,-0.53,-0.048,-1.502,0.159,0.545,0.411,0.842
1999-12-16,1418.78,0.159,4,16,12,1.113,1.763,-0.315,-2.467,0.831,1.663,1.135,-0.155,0.386,1.112,0.123,-0.32
1999-12-15,1413.33,0.386,3,15,12,0.644,-1.338,-0.988,-4.284,0.825,0.484,-3.553,0.642,0.724,-0.134,0.371,-1.393
1999-12-14,1403.17,0.724,2,14,12,-1.968,-2.043,-2.166,-3.861,-0.339,-0.519,-1.318,0.365,-0.851,-0.979,-0.051,-0.417
1999-12-13,1415.22,-0.851,1,13,12,-0.076,0.355,-1.699,-0.627,-0.181,-4.018,-1.454,0.194,-0.128,0.505,0.429,1.252
1999-12-10,1417.04,-0.128,5,10,12,0.431,-0.126,-2.159,0.013,-3.843,-0.803,-1.276,4.413,0.634,0.937,-0.442,2.025
1999-12-09,1408.11,0.634,4,09,12,-0.554,-2.047,-3.33,0.0,3.162,2.67,4.35,8.491,0.301,-0.075,-1.757,0.02
1999-12-08,1403.88,0.301,3,08,12,-1.501,-2.036,-1.732,-0.762,-0.477,-0.477,1.706,7.026,-0.375,-1.367,-0.366,-0.899
1999-12-07,1409.17,-0.375,2,07,12,-0.543,-1.31,1.091,0.813,0.0,1.636,1.673,6.016,-0.995,-1.684,0.819,-0.558
1999-12-06,1423.33,-0.995,1,06,12,-0.771,0.309,2.219,2.426,1.636,2.193,5.762,7.538,-0.696,1.014,2.478,1.331
1999-12-03,1433.3,-0.696,5,03,12,1.089,2.433,3.444,0.964,0.548,0.036,3.968,3.746,1.722,2.546,1.809,0.87
1999-12-02,1409.04,1.722,4,02,12,1.329,1.904,0.987,-0.774,-0.509,3.493,5.231,2.999,0.81,1.449,-0.535,-0.911
1999-12-01,1397.72,0.81,3,01,12,0.567,0.988,-0.275,-2.243,4.022,3.93,4.272,1.776,0.634,-0.718,-1.366,-1.91
1999-11-30,1388.91,0.634,2,30,11,0.418,-0.9,0.202,-2.099,-0.088,1.679,1.679,-1.171,-1.344,-1.956,-1.12,-1.545
1999-11-29,1407.83,-1.344,1,29,11,-1.312,-1.25,-2.398,-2.71,1.769,0.329,-0.214,0.24,-0.62,-0.653,-0.923,-0.862
1999-11-26,1416.62,-0.62,5,26,11,0.063,1.112,-1.744,0.339,-1.416,0.0,-2.121,0.0,-0.032,0.853,-0.378,1.594
1999-11-24,1417.08,-0.032,3,24,11,1.049,-1.162,-1.974,0.87,1.436,-0.541,-2.393,1.592,0.886,-0.272,-0.552,1.506
1999-11-23,1404.64,0.886,2,23,11,-2.188,-2.824,-2.296,0.931,-1.948,-2.121,-2.804,1.549,-1.147,-1.221,-0.43,1.678
1999-11-22,1420.94,-1.147,1,22,11,-0.651,-0.821,-0.32,3.188,-0.176,-1.863,0.455,4.671,-0.075,-0.281,0.061,3.457
1999-11-19,1422.0,-0.075,5,19,11,-0.172,0.543,2.119,4.33,-1.69,-0.698,2.167,5.816,-0.206,0.8,1.98,4.154
1999-11-18,1424.94,-0.206,4,18,11,0.716,0.505,2.901,4.109,1.009,2.361,4.083,9.084,1.009,0.343,2.069,3.481
1999-11-17,1410.71,1.009,3,17,11,-0.209,1.567,3.303,3.475,1.339,2.885,4.479,13.636,-0.659,1.17,2.117,2.954
1999-11-16,1420.07,-0.659,2,16,11,1.781,2.384,3.52,5.074,1.526,1.682,4.197,8.479,1.842,1.72,3.394,4.215
1999-11-15,1394.39,1.842,1,15,11,0.593,1.709,2.165,4.017,0.154,1.549,3.572,6.849,-0.12,0.936,2.132,2.912
1999-11-12,1396.06,-0.12,5,12,11,1.11,1.11,1.174,4.688,1.393,2.474,4.804,5.073,1.057,1.645,1.383,3.585
1999-11-11,1381.46,1.057,4,11,11,0.0,0.448,0.166,3.978,1.066,1.992,8.765,2.756,0.582,1.185,0.82,2.019
1999-11-10,1373.46,0.582,3,10,11,0.448,0.064,1.502,4.116,0.916,2.274,4.11,2.619,0.599,-0.258,0.794,0.773
1999-11-09,1365.28,0.599,2,09,11,-0.383,-0.281,1.813,5.758,1.346,6.641,3.164,2.995,-0.852,-0.361,0.764,1.701
1999-11-08,1377.01,-0.852,1,08,11,0.102,1.437,3.473,9.213,5.225,1.795,0.256,3.568,0.495,1.055,2.172,6.193
1999-11-05,1370.23,0.495,5,05,11,1.333,2.1,3.806,9.82,-3.26,-3.26,-5.525,-1.998,0.557,1.129,1.19,6.89
1999-11-04,1362.64,0.557,4,04,11,0.756,2.007,2.576,7.113,0.0,-1.511,-1.431,-1.351,0.569,1.106,-0.021,5.335
1999-11-03,1354.93,0.569,3,03,11,1.241,1.671,3.875,6.118,-1.511,-2.341,-0.164,-5.047,0.533,0.06,0.93,4.093
1999-11-02,1347.74,0.533,2,02,11,0.424,0.558,5.547,6.288,-0.843,0.081,3.303,-2.551,-0.471,-1.115,3.935,4.996
1999-11-01,1354.12,-0.471,1,01,11,0.133,2.168,5.794,6.137,0.932,2.229,3.733,-2.288,-0.646,0.87,5.633,5.017
1999-10-29,1362.93,-0.646,5,29,10,2.032,4.962,4.423,7.005,1.286,3.22,0.081,0.844,1.526,5.107,5.357,8.056
1999-10-28,1342.44,1.526,4,28,10,2.871,3.549,2.159,5.684,1.909,1.471,-4.891,0.164,3.527,4.722,3.134,7.042
1999-10-27,1296.71,3.527,3,27,10,0.659,-0.513,0.702,1.773,-0.43,-3.041,-5.667,-0.347,1.155,0.238,1.021,3.952
1999-10-26,1281.91,1.155,2,26,10,-1.165,-1.343,0.324,-0.655,-2.622,-6.27,-5.804,-3.119,-0.906,-1.517,-0.583,-0.118
1999-10-25,1293.63,-0.906,1,25,10,-0.18,1.221,2.472,1.065,-3.746,-2.708,0.763,0.516,-0.616,0.781,2.562,0.629
1999-10-22,1301.65,-0.616,5,22,10,1.404,1.689,3.451,-0.427,1.078,0.497,5.315,4.87,1.405,0.948,3.789,-0.867
1999-10-21,1283.61,1.405,4,21,10,0.281,1.236,1.064,-3.455,-0.575,3.568,5.639,3.652,-0.451,1.767,2.902,-3.865
1999-10-20,1289.43,-0.451,3,20,10,0.952,1.733,-0.976,-1.878,4.167,4.795,2.85,5.155,2.229,2.815,0.468,-3.487
1999-10-19,1261.32,2.229,2,19,10,0.773,-0.17,-1.373,-3.483,0.603,2.0,-0.244,0.438,0.573,1.115,-1.885,-4.274
1999-10-18,1254.13,0.573,1,18,10,-0.936,-2.662,-3.749,-4.863,1.389,-1.855,-0.423,-1.351,0.539,-2.282,-4.487,-5.377
1999-10-15,1247.41,0.539,5,15,10,-1.742,-1.205,-4.472,-3.013,-3.2,-2.2,-1.881,-0.263,-2.806,-2.967,-6.576,-4.145
1999-10-14,1283.42,-2.806,4,14,10,0.547,-1.116,-0.911,-1.672,1.032,1.46,2.241,1.89,-0.166,-2.256,-3.937,-1.623
1999-10-13,1285.55,-0.166,3,13,10,-1.654,-3.306,-2.139,0.042,0.423,0.327,0.684,-1.34,-2.094,-3.719,-2.435,0.214
1999-10-12,1313.04,-2.094,2,12,10,-1.68,0.207,-1.158,1.044,-0.095,0.77,-0.932,-3.539,-1.66,-1.72,-0.933,2.365
1999-10-11,1335.21,-1.66,1,11,10,1.92,1.207,1.527,2.771,0.866,0.356,1.648,-1.833,-0.061,1.333,2.602,5.27
1999-10-08,1336.02,-0.061,5,08,10,-0.699,-1.362,-0.767,0.737,-0.506,-1.689,-0.342,-2.597,1.395,0.801,2.408,4.197
1999-10-07,1317.64,1.395,4,07,10,-0.667,0.316,2.229,1.011,-1.189,1.288,-2.01,-2.662,-0.585,1.252,2.715,2.675
1999-10-06,1325.4,-0.585,3,06,10,0.991,0.603,2.228,1.789,2.507,1.37,-2.632,-1.083,1.848,1.594,3.328,3.761
1999-10-05,1301.35,1.848,2,05,10,-0.384,1.907,1.225,0.428,-1.11,-3.256,-3.425,-3.502,-0.249,1.445,2.6,1.635
1999-10-04,1304.6,-0.249,1,04,10,2.299,1.615,1.516,-1.552,-2.171,-3.947,-2.263,-3.157,1.699,1.707,1.747,-0.451
1999-10-01,1282.81,1.699,5,01,10,-0.668,-0.668,-1.191,-3.582,-1.816,-0.174,-0.666,-2.775,0.008,1.138,-0.039,-1.894
1999-09-30,1282.71,0.008,4,30,09,0.0,-0.097,-0.43,-4.774,1.672,1.754,1.591,-2.801,1.131,0.04,0.419,-3.955
1999-09-29,1268.37,1.131,3,29,09,-0.097,-0.526,-0.788,-5.364,0.08,-0.493,-0.08,-6.422,-1.079,-1.164,-0.94,-5.021
1999-09-28,1282.2,-1.079,2,28,09,-0.429,-0.333,-3.022,-4.313,-0.572,-0.16,-0.915,-3.862,-0.086,0.379,-2.16,-2.752
1999-09-27,1283.31,-0.086,1,27,09,0.097,-0.263,-2.42,-4.409,0.414,0.414,-2.124,-2.757,0.466,0.226,-1.856,-2.63
1999-09-24,1277.36,0.466,5,24,09,-0.359,-2.698,-4.363,-5.836,0.0,-0.756,-4.323,-5.531,-0.238,-2.53,-4.356,-4.41
1999-09-23,1280.41,-0.238,4,23,09,-2.348,-2.163,-4.613,-5.349,-0.756,-2.528,-6.347,-4.846,-2.297,-2.078,-4.119,-4.741
1999-09-22,1310.51,-2.297,3,22,09,0.189,-1.711,-1.331,-3.665,-1.785,-3.594,-2.973,-6.29,0.224,-1.873,-0.604,-3.044
1999-09-21,1307.58,0.224,2,21,09,-1.896,-2.504,-2.039,-3.609,-1.842,-3.918,-0.647,-5.538,-2.093,-2.085,-0.788,-2.974
1999-09-20,1335.53,-2.093,1,20,09,-0.619,0.386,-1.541,-0.711,-2.116,0.644,-1.263,-3.695,0.008,1.293,-0.057,-0.641
1999-09-17,1335.42,0.008,5,17,09,1.012,0.477,-0.772,-0.888,2.819,3.405,1.603,0.478,1.285,1.324,-0.648,-1.113
1999-09-16,1318.48,1.285,4,16,09,-0.53,-1.919,-2.365,-1.521,0.57,-1.894,-3.419,-1.733,0.039,-1.333,-2.455,-2.856
1999-09-15,1317.97,0.039,3,15,09,-1.397,-1.242,-1.603,1.369,-2.45,-1.743,-4.923,-0.323,-1.371,-1.946,-2.203,-0.086
1999-09-14,1336.29,-1.371,2,14,09,0.157,-0.455,0.843,1.998,0.725,-1.554,-2.463,1.124,-0.583,-1.137,-0.585,0.392
1999-09-13,1344.13,-0.583,1,13,09,-0.611,-0.365,-0.118,3.338,-2.263,-3.237,-1.107,-0.33,-0.557,-0.262,-0.468,1.796
1999-09-10,1351.66,-0.557,5,10,09,0.248,1.303,0.865,3.973,-0.997,-0.924,1.746,3.38,0.297,0.559,-0.411,2.088
1999-09-09,1347.66,0.297,4,09,09,1.053,0.248,3.02,2.497,0.074,2.201,4.839,2.446,0.261,-0.207,2.164,-0.045
1999-09-08,1344.15,0.261,3,08,09,-0.797,-0.433,1.145,0.013,2.126,2.694,3.678,1.096,-0.467,-0.964,0.983,-1.311
1999-09-07,1350.45,-0.467,2,07,09,0.367,2.765,3.459,0.288,0.557,2.581,0.786,-3.343,-0.5,2.376,2.275,-2.268
1999-09-03,1357.24,-0.5,5,03,09,2.389,1.585,3.081,0.039,2.013,0.958,1.606,-3.136,2.891,1.966,2.509,-0.459
1999-09-02,1319.11,2.891,4,02,09,-0.786,0.676,-0.507,-2.97,-1.034,-1.749,-2.282,-6.412,-0.899,-0.098,-2.163,-3.022
1999-09-01,1331.07,-0.899,3,01,09,1.473,1.473,-1.119,-0.976,-0.723,0.643,-2.49,-5.148,0.807,0.532,-2.272,-0.414
1999-08-31,1320.41,0.807,2,31,08,0.0,-1.175,-3.065,-1.254,1.375,-0.542,-4.097,-3.581,-0.273,-2.066,-4.442,-0.24
1999-08-30,1324.02,-0.273,1,30,08,-1.175,-2.555,-2.951,-1.831,-1.891,-3.113,-4.668,-5.753,-1.799,-2.789,-2.895,-0.662
1999-08-27,1348.27,-1.799,5,27,08,-1.396,-1.912,-2.475,-1.396,-1.245,-3.574,-4.227,-3.056,-1.009,-2.426,-0.879,0.306
1999-08-26,1362.01,-1.009,4,26,08,-0.524,-0.407,0.145,0.663,-2.359,-1.605,-2.725,-1.533,-1.431,-0.109,1.9,2.348
1999-08-25,1381.79,-1.431,3,25,08,0.118,-0.573,1.868,1.032,0.772,-0.676,0.538,0.846,1.341,1.586,4.397,4.076
1999-08-24,1363.5,1.341,2,24,08,-0.69,0.554,1.154,2.267,-1.437,-1.139,-1.139,-0.232,0.241,2.012,2.3,5.033
1999-08-23,1360.22,0.241,1,23,08,1.253,2.455,1.106,2.895,0.303,1.222,1.222,1.062,1.766,2.767,1.195,4.477
1999-08-20,1336.61,1.766,5,20,08,1.188,0.597,0.517,3.254,0.917,0.0,1.226,1.687,0.984,0.283,0.439,4.306
1999-08-19,1323.59,0.984,4,19,08,-0.584,-1.317,-0.821,0.861,-0.908,0.0,0.307,1.779,-0.694,-1.53,-0.308,1.987
1999-08-18,1332.84,-0.694,3,18,08,-0.737,-0.08,1.1,1.181,0.917,1.226,0.917,2.712,-0.842,0.156,2.671,2.503
1999-08-17,1344.16,-0.842,2,17,08,0.663,0.503,1.769,0.957,0.307,0.307,-0.159,-0.462,1.006,1.241,3.244,2.318
1999-08-16,1330.77,1.006,1,16,08,-0.159,1.18,2.723,0.587,0.0,-0.306,0.456,2.103,0.233,2.512,3.85,1.949
1999-08-13,1327.68,0.233,5,13,08,1.341,1.26,1.696,-0.211,-0.306,-0.464,1.468,3.489,2.274,1.978,2.302,0.416
1999-08-12,1298.16,2.274,4,12,08,-0.08,1.525,0.081,-2.178,-0.159,0.764,1.779,5.046,-0.29,1.306,-0.164,-2.251
1999-08-11,1301.93,-0.29,3,11,08,1.607,0.431,-0.798,-2.61,0.924,1.941,-0.304,3.225,1.6,0.318,-0.897,-2.016
1999-08-10,1281.43,1.6,2,10,08,-1.157,-1.423,-2.08,-3.647,1.008,1.008,1.64,4.25,-1.261,-1.45,-1.831,-4.444
1999-08-09,1297.8,-1.261,1,09,08,-0.268,-1.223,-1.875,-4.363,0.0,-2.202,1.992,1.824,-0.191,-1.211,-1.844,-4.951
1999-08-06,1300.29,-0.191,5,06,08,-0.957,-0.667,-2.257,-4.18,-2.202,0.626,3.21,3.636,-1.022,-0.386,-2.09,-4.59
1999-08-05,1313.71,-1.022,4,05,08,0.293,-0.66,-1.827,-2.159,2.892,4.289,3.54,5.372,0.642,-0.641,-1.13,-2.526
1999-08-04,1305.33,0.642,3,04,08,-0.951,-1.601,-1.601,-3.92,1.358,2.568,2.568,0.961,-1.274,-1.711,-2.662,-3.803
1999-08-03,1322.18,-1.274,2,03,08,-0.656,-1.175,-2.536,-3.689,1.194,-0.718,-0.165,0.793,-0.442,-0.492,-3.165,-2.85
1999-08-02,1328.05,-0.442,1,02,08,-0.522,0.0,-1.968,-3.629,-1.89,0.0,0.413,-0.307,-0.05,-0.968,-2.553,-3.715
1999-07-30,1328.72,-0.05,5,30,07,0.525,-1.377,-0.338,-2.158,1.926,0.557,1.769,1.848,-0.918,-2.686,-1.413,-3.513
1999-07-29,1341.03,-0.918,4,29,07,-1.892,-1.968,-2.357,-4.689,-1.343,0.413,-1.567,-1.18,-1.785,-1.6,-1.172,-4.733
1999-07-28,1365.4,-1.785,3,28,07,-0.077,1.054,-1.183,-3.634,1.779,1.205,0.959,-0.467,0.188,1.309,0.326,-3.762
1999-07-27,1362.84,0.188,2,27,07,1.132,-0.397,-1.694,-3.644,-0.564,-1.972,-0.717,-1.748,1.119,0.435,-1.193,-3.319
1999-07-26,1347.76,1.119,1,26,07,-1.512,-2.213,-1.826,-3.732,-1.416,-0.243,0.077,-0.561,-0.677,-0.971,-2.131,-3.605
1999-07-23,1356.94,-0.677,5,23,07,-0.712,-1.302,-2.388,-1.19,1.189,1.28,0.393,0.867,-0.296,-1.62,-3.602,-2.628
1999-07-22,1360.97,-0.296,4,22,07,-0.594,0.396,-2.481,-0.795,0.09,0.321,-1.412,-1.574,-1.328,-1.171,-4.075,-2.725
1999-07-21,1379.29,-1.328,3,21,07,0.996,-1.1,-1.983,-0.277,0.231,-0.876,-1.039,-1.662,0.159,-2.015,-2.152,-1.71
1999-07-20,1377.1,0.159,2,20,07,-2.076,-2.865,-1.941,-0.949,-1.104,-1.727,-0.637,-2.11,-2.17,-2.938,-1.507,-1.242
1999-07-19,1407.65,-2.17,1,19,07,-0.806,-0.892,1.228,1.665,-0.63,-0.165,0.472,-2.026,-0.784,-0.14,1.011,0.845
1999-07-16,1418.78,-0.784,5,16,07,-0.087,0.952,1.729,1.652,0.469,1.109,-0.164,-0.937,0.65,1.474,1.407,2.209
1999-07-15,1409.62,0.65,4,15,07,1.039,2.139,1.74,2.1,0.637,0.637,-0.629,-0.704,0.819,1.152,0.452,1.323
1999-07-14,1398.17,0.819,3,14,07,1.089,0.77,1.012,1.204,0.0,-1.259,-1.482,0.0,0.331,-0.066,0.269,1.246
1999-07-13,1393.56,0.331,2,13,07,-0.315,-0.391,0.432,0.714,-1.259,-1.259,-2.486,1.712,-0.396,-0.693,-0.165,1.519
1999-07-12,1399.1,-0.396,1,12,07,-0.076,0.24,-0.076,1.524,0.0,-0.226,-0.774,3.169,-0.298,0.336,0.791,3.526
1999-07-09,1403.28,-0.298,5,09,07,0.316,0.826,0.354,3.161,-0.226,-1.243,-0.075,5.835,0.635,0.532,0.867,5.403
1999-07-08,1394.42,0.635,4,08,07,0.509,-0.315,0.19,3.563,-1.019,-0.55,1.504,4.502,-0.103,0.454,0.975,6.015
