cdate,cp,pctlead,dow,dom,moy,mdy4,mdy5,mdy6,mdy7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2015-03-18,2099.5,0.0,3,18,03,0.995,1.183,1.779,2.719,2.367,1.546,2.197,0.514,1.216,0.88,1.624,1.363
2015-03-17,2074.28,1.216,2,17,03,0.186,1.381,1.887,0.434,-0.802,0.25,0.071,-3.067,-0.332,1.017,1.668,-1.274
2015-03-16,2081.19,-0.332,1,16,03,1.193,0.589,2.445,0.398,1.061,0.641,0.593,-2.776,1.353,0.738,1.812,-0.826
2015-03-13,2053.4,1.353,5,13,03,-0.597,0.5,-0.037,-1.161,-0.416,-0.179,-1.515,-4.28,-0.607,0.645,-1.252,-2.58
2015-03-12,2065.95,-0.607,4,12,03,1.103,1.845,0.923,-1.115,0.238,-0.047,-1.647,-4.339,1.26,1.066,-0.256,-2.429
2015-03-11,2040.24,1.26,3,11,03,0.734,-0.534,-1.426,-1.444,-0.285,-1.339,-3.136,-5.105,-0.192,-1.885,-2.894,-3.053
2015-03-10,2044.16,-0.192,2,10,03,-1.259,-0.905,-1.998,-2.55,-1.057,-1.6,-3.349,-4.952,-1.696,-1.308,-2.591,-3.154
2015-03-09,2079.43,-1.696,1,09,03,0.358,-0.897,-1.125,-1.572,-0.549,-1.822,-2.808,-4.955,0.394,-1.029,-1.345,-1.629
2015-03-06,2071.26,0.394,5,06,03,-1.251,-1.103,-2.02,-2.034,-1.28,-1.778,-2.737,-4.238,-1.417,-1.299,-2.179,-2.09
2015-03-05,2101.04,-1.417,4,05,03,0.15,-0.229,-0.018,-0.667,-0.505,-1.004,-2.033,-2.55,0.12,-0.32,-0.164,-0.409
2015-03-04,2098.53,0.12,3,04,03,-0.378,-0.927,-0.563,-0.808,-0.502,-0.977,-1.658,-3.047,-0.439,-0.891,-0.578,-0.558
2015-03-03,2107.78,-0.439,2,03,03,-0.55,0.212,-0.453,0.281,-0.477,-1.039,-2.21,-2.035,-0.454,0.156,-0.288,0.493
2015-03-02,2117.39,-0.454,1,02,03,0.766,0.367,-0.014,0.729,-0.565,-0.688,-1.543,-3.263,0.612,0.315,0.09,0.843
2015-02-27,2104.5,0.612,5,27,02,-0.396,-0.663,-0.649,0.274,-0.124,-1.183,-0.528,-4.847,-0.296,-0.443,-0.245,0.198
2015-02-26,2110.74,-0.296,4,26,02,-0.268,-0.38,-0.246,0.654,-1.06,-0.861,-1.412,-5.055,-0.148,-0.224,0.021,0.656
2015-02-25,2113.86,-0.148,3,25,02,-0.112,0.014,0.737,1.579,0.201,0.663,0.179,-2.999,-0.077,0.199,0.782,1.215
2015-02-24,2115.48,-0.077,2,24,02,0.127,0.134,0.744,2.648,0.461,-0.556,-1.747,-1.302,0.276,0.245,0.752,2.27
2015-02-23,2109.66,0.276,1,23,02,0.007,0.723,0.929,2.458,-1.012,-0.481,-4.342,-2.198,-0.03,0.582,0.444,1.985
2015-02-20,2110.3,-0.03,5,20,02,0.715,0.609,0.903,3.309,0.537,-1.198,-3.695,-1.791,0.613,0.506,0.635,3.105
2015-02-19,2097.45,0.613,4,19,02,-0.106,0.205,0.835,2.029,-1.725,-3.88,-3.172,-2.251,-0.106,-0.138,0.429,2.042
2015-02-18,2099.68,-0.106,3,18,02,0.311,0.293,1.891,1.755,-2.192,-2.528,0.453,-1.462,-0.031,0.128,1.506,1.802
2015-02-17,2100.34,-0.031,2,17,02,-0.018,0.629,1.515,2.496,-0.343,0.736,2.242,1.738,0.16,0.568,1.535,2.882
2015-02-13,2096.99,0.16,5,13,02,0.648,1.594,2.385,2.094,1.083,3.057,1.977,1.214,0.407,1.376,2.455,2.291
2015-02-12,2088.48,0.407,4,12,02,0.94,0.88,1.184,3.3,1.954,1.494,0.951,3.115,0.964,0.962,1.606,3.347
2015-02-11,2068.53,0.964,3,11,02,-0.059,0.779,-0.134,3.118,-0.45,-1.048,-1.906,3.638,-0.003,1.065,0.291,3.686
2015-02-10,2068.59,-0.003,2,10,02,0.839,0.302,0.967,1.803,-0.601,-0.536,-0.492,3.916,1.068,0.638,1.326,2.342
2015-02-09,2046.74,1.068,1,09,02,-0.532,-0.905,-0.284,1.71,0.066,-0.866,-0.748,4.105,-0.425,-0.765,-0.16,2.227
2015-02-06,2055.47,-0.425,5,06,02,-0.375,0.663,2.091,1.008,-0.931,0.044,2.143,0.605,-0.342,0.684,1.713,1.277
2015-02-05,2062.52,-0.342,4,05,02,1.042,0.627,3.256,0.702,0.984,0.119,5.651,0.654,1.029,0.609,3.385,0.264
2015-02-04,2041.51,1.029,3,04,02,-0.411,1.418,0.828,0.843,-0.856,2.099,4.43,0.627,-0.416,1.022,1.002,-0.502
2015-02-03,2050.03,-0.416,2,03,02,1.836,2.612,1.999,0.741,2.981,5.525,4.889,-0.668,1.444,2.759,2.391,-0.636
2015-02-02,2020.85,1.444,1,02,02,0.762,-0.582,-1.061,0.77,2.471,2.284,-1.506,-2.493,1.296,-0.02,-0.429,-0.555
2015-01-30,1994.99,1.296,5,30,01,-1.334,-0.598,-2.473,0.609,-0.183,-0.603,-4.73,-4.029,-1.299,-0.358,-3.019,-1.363
2015-01-29,2021.25,-1.299,4,29,01,0.746,-0.481,0.015,1.777,-0.421,-3.705,-3.642,-3.885,0.953,-0.409,-1.49,0.091
2015-01-28,2002.16,0.953,3,28,01,-1.219,-1.887,-1.233,2.43,-3.299,-4.152,-5.298,-1.135,-1.35,-2.67,-2.956,0.476
2015-01-27,2029.55,-1.35,2,27,01,-0.676,0.499,1.85,2.542,-0.883,0.066,-1.001,1.348,-1.339,-1.085,-0.126,0.909
2015-01-26,2057.09,-1.339,1,26,01,1.183,0.666,3.16,2.815,0.957,-1.195,0.736,1.956,0.257,-0.294,1.708,1.684
2015-01-23,2051.82,0.257,5,23,01,-0.511,1.345,1.762,1.566,-2.132,-1.067,-0.252,0.62,-0.549,0.969,1.604,1.162
2015-01-22,2063.15,-0.549,4,22,01,1.866,2.478,3.709,1.543,1.088,1.954,4.395,0.836,1.527,2.007,3.537,0.897
2015-01-21,2032.12,1.527,3,21,01,0.601,0.412,0.679,-1.159,0.856,0.823,2.374,-0.39,0.473,0.629,1.037,-1.456
2015-01-20,2022.55,0.473,2,20,01,-0.188,1.201,-0.334,-0.227,-0.033,2.394,1.211,0.408,0.155,1.499,-0.024,-0.165
2015-01-16,2019.42,0.155,5,16,01,1.392,0.266,-0.192,1.313,2.428,1.538,0.875,1.459,1.342,0.405,-0.436,0.839
2015-01-15,1992.67,1.342,4,15,01,-1.111,-1.517,-2.089,-1.248,-0.869,-1.156,-3.409,-1.473,-0.925,-1.501,-2.55,-1.381
2015-01-14,2011.27,-0.925,3,14,01,-0.411,-0.457,-1.825,-1.616,-0.289,-0.653,-2.7,-3.329,-0.581,-0.838,-2.467,-2.28
2015-01-13,2023.03,-0.581,2,13,01,-0.046,-0.58,0.108,-1.368,-0.365,-2.28,-0.794,-2.65,-0.258,-1.065,-0.142,-1.742
2015-01-12,2028.26,-0.258,1,12,01,-0.535,-1.374,1.508,-2.343,-1.922,-2.06,0.579,-2.892,-0.809,-1.643,1.281,-2.504
2015-01-09,2044.81,-0.809,5,09,01,-0.844,0.692,0.859,-2.214,-0.141,1.521,2.005,-1.042,-0.84,0.933,1.199,-2.189
2015-01-08,2062.14,-0.84,4,08,01,1.55,2.923,0.212,-0.923,1.664,2.695,-0.646,-1.051,1.789,2.973,0.191,-1.275
2015-01-07,2025.9,1.789,3,07,01,1.352,0.166,-1.474,-2.189,1.013,0.476,-1.871,-3.263,1.163,0.263,-1.603,-2.689
2015-01-06,2002.61,1.163,2,06,01,-1.171,-2.633,-3.794,-3.279,-0.532,-3.253,-3.451,-5.053,-0.889,-2.701,-3.737,-3.821
2015-01-05,2020.58,-0.889,1,05,01,-1.48,-1.637,-3.047,-1.789,-2.736,-2.336,-2.987,-3.257,-1.828,-1.861,-3.348,-2.788
2015-01-02,2058.2,-1.828,5,02,01,-0.159,-1.192,-1.133,0.095,0.411,-0.204,-0.408,-0.865,-0.034,-1.065,-1.464,-0.601
2014-12-31,2058.9,-0.034,3,31,12,-1.035,-1.434,-0.726,0.125,-0.613,-0.666,-1.418,1.415,-1.031,-1.515,-1.104,-0.113
2014-12-30,2080.35,-1.031,2,30,12,-0.403,0.06,0.535,2.921,-0.054,-0.204,-1.66,4.493,-0.489,-0.403,-0.087,3.351
2014-12-29,2090.57,-0.489,1,29,12,0.465,0.718,1.297,5.708,-0.15,-0.757,-0.279,7.707,0.086,0.417,0.579,5.973
2014-12-26,2088.77,0.086,5,26,12,0.252,0.475,1.242,4.994,-0.608,-1.459,-0.459,7.261,0.331,0.317,0.875,4.983
2014-12-24,2081.88,0.331,3,24,12,0.222,0.575,0.857,3.985,-0.856,0.482,2.874,8.291,-0.014,0.161,1.002,3.973
2014-12-23,2082.17,-0.014,2,23,12,0.352,0.763,2.373,2.322,1.35,1.015,6.257,6.043,0.175,0.556,3.442,2.301
2014-12-22,2078.54,0.175,1,22,12,0.41,0.281,4.354,2.54,-0.331,2.38,8.008,5.255,0.381,0.84,5.363,2.586
2014-12-19,2070.65,0.381,5,19,12,-0.129,1.597,3.706,0.145,2.72,5.19,7.756,2.473,0.457,2.87,4.072,0.526
2014-12-18,2061.23,0.457,4,18,12,1.729,4.062,3.101,0.834,2.404,5.497,5.266,-0.589,2.402,4.486,2.942,0.045
2014-12-17,2012.89,2.402,3,17,12,2.293,2.076,-0.05,-1.584,3.02,2.44,-0.202,-5.116,2.035,1.169,-1.103,-3.011
2014-12-16,1972.74,2.035,2,16,12,-0.213,-0.923,-1.738,-3.644,-0.564,-0.219,-2.549,-8.435,-0.849,-1.478,-2.636,-4.787
2014-12-15,1989.63,-0.849,1,15,12,-0.712,-2.083,-3.435,-3.589,0.346,-2.578,-4.903,-8.478,-0.634,-2.245,-3.408,-4.083
2014-12-12,2002.33,-0.634,5,12,12,-1.381,-0.822,-2.199,-2.076,-2.915,-2.334,-5.562,-8.058,-1.621,-1.175,-2.814,-3.108
2014-12-11,2035.33,-1.621,4,11,12,0.566,-1.381,-1.534,-0.096,0.598,-2.386,-4.924,-3.411,0.454,-1.189,-1.929,-0.882
2014-12-10,2026.14,0.454,3,10,12,-1.936,-1.388,-1.94,-1.914,-2.966,-3.304,-6.04,-2.065,-1.635,-1.658,-2.21,-2.003
2014-12-09,2059.82,-1.635,2,09,12,0.558,-0.156,-0.159,-0.777,-0.349,-2.601,-3.76,-3.281,-0.024,-0.749,-0.7,-0.628
2014-12-08,2060.31,-0.024,1,08,12,-0.71,-0.559,0.126,-1.34,-2.26,-2.829,-2.644,-3.25,-0.726,-0.56,-0.302,-0.325
2014-12-05,2075.37,-0.726,5,05,12,0.152,-0.004,1.46,-0.608,-0.583,-1.19,1.592,-1.985,0.167,0.05,1.068,0.288
2014-12-04,2071.92,0.167,4,04,12,-0.156,0.689,0.027,-0.091,-0.611,0.191,4.23,-2.52,-0.116,0.26,0.211,0.408
2014-12-03,2074.33,-0.116,3,03,12,0.846,1.464,-0.619,0.542,0.807,2.815,0.497,-0.908,0.376,1.017,0.072,1.051
2014-12-02,2066.55,0.376,2,02,12,0.613,-0.658,-1.464,0.184,1.992,4.031,-0.622,-1.485,0.638,-0.049,-0.023,0.87
2014-12-01,2053.44,0.638,1,01,12,-1.263,-2.053,-2.038,-0.761,1.999,-2.254,-3.521,-2.656,-0.683,-0.935,-0.772,0.08
2014-11-28,2067.56,-0.683,5,28,11,-0.8,-0.811,-0.118,1.049,-4.17,-4.474,-6.477,-4.805,-0.254,0.026,0.197,1.285
2014-11-26,2072.83,-0.254,3,26,11,-0.011,0.015,1.168,1.7,-0.317,-1.295,-1.398,-0.641,0.281,0.165,0.978,1.618
2014-11-25,2067.03,0.281,2,25,11,0.026,0.699,1.673,1.657,-0.982,-2.097,-0.868,0.127,-0.115,0.171,0.894,1.358
2014-11-24,2069.41,-0.115,1,24,11,0.673,1.153,1.304,1.176,-1.126,-0.104,0.896,0.356,0.286,0.812,0.858,1.529
2014-11-21,2063.5,0.286,5,21,11,0.477,0.967,1.169,0.7,1.033,1.255,1.787,0.415,0.524,0.721,1.087,1.168
2014-11-20,2052.75,0.524,4,20,11,0.487,0.149,0.526,0.253,0.22,1.001,0.768,-0.478,0.197,0.046,0.634,0.711
2014-11-19,2048.72,0.197,3,19,11,-0.336,0.2,-0.015,0.058,0.78,0.526,1.004,-1.015,-0.15,0.363,0.46,0.827
2014-11-18,2051.8,-0.15,2,18,11,0.538,0.376,-0.126,0.453,-0.252,-0.231,-0.535,-1.444,0.513,0.587,0.665,1.014
2014-11-17,2041.32,0.513,1,17,11,-0.161,-0.215,-0.463,0.615,0.021,0.475,-1.348,0.042,0.074,0.098,0.08,0.877
2014-11-14,2039.82,0.074,5,14,11,-0.054,-0.5,-0.272,1.177,0.454,-0.304,-1.236,0.603,0.024,0.077,0.077,1.378
2014-11-13,2039.33,0.024,4,13,11,-0.447,-0.249,0.073,0.8,-0.755,-1.815,-1.998,-0.63,0.053,-0.017,0.365,1.067
2014-11-12,2038.25,0.053,3,12,11,0.199,0.23,0.58,1.449,-1.068,-0.935,-0.914,-1.375,-0.07,0.0,0.347,1.001
2014-11-11,2039.68,-0.07,2,11,11,0.031,0.322,1.083,2.41,0.135,-0.186,1.409,2.075,0.07,0.382,0.796,2.258
2014-11-10,2038.26,0.07,1,10,11,0.292,0.35,1.452,2.672,-0.321,0.021,1.862,1.787,0.312,0.347,1.3,2.823
2014-11-07,2031.92,0.312,5,07,11,0.058,0.758,0.727,2.257,0.343,1.599,1.396,1.567,0.035,0.413,0.699,2.361
2014-11-06,2031.21,0.035,4,06,11,0.7,1.099,0.864,3.94,1.252,1.841,-0.465,2.721,0.378,0.95,0.652,3.547
2014-11-05,2023.57,0.378,3,05,11,0.396,-0.031,1.313,3.103,0.582,-0.199,0.656,0.614,0.57,0.285,1.45,3.003
2014-11-04,2012.1,0.57,2,04,11,-0.425,-0.232,1.203,3.09,-0.777,-2.265,-0.074,0.436,-0.283,-0.295,1.503,3.141
2014-11-03,2017.81,-0.283,1,03,11,0.194,1.344,1.519,5.062,-1.499,0.858,0.168,2.287,-0.012,1.161,1.65,4.707
2014-10-31,2018.05,-0.012,5,31,10,1.148,1.438,3.05,3.763,2.393,2.241,3.201,3.267,1.173,1.803,2.876,3.955
2014-10-30,1994.65,1.173,4,30,10,0.287,0.173,1.767,4.986,-0.148,-0.683,-0.042,2.92,0.623,0.484,1.531,4.76
2014-10-29,1982.3,0.623,3,29,10,-0.114,1.589,1.865,5.756,-0.536,0.939,0.51,3.706,-0.139,1.054,1.614,5.064
2014-10-28,1985.05,-0.139,2,28,10,1.705,1.591,3.49,6.652,1.483,0.646,2.115,4.967,1.194,1.042,3.007,6.565
2014-10-27,1961.63,1.194,1,27,10,-0.112,0.272,0.691,5.987,-0.825,-0.425,0.064,3.868,-0.15,0.554,1.048,5.323
2014-10-24,1964.58,-0.15,5,24,10,0.384,1.869,3.164,6.003,0.404,1.46,2.964,4.351,0.705,1.944,3.181,4.627
2014-10-23,1950.82,0.705,4,23,10,1.479,0.418,3.819,6.579,1.052,0.491,3.179,3.6,1.23,0.491,3.395,4.058
2014-10-22,1927.11,1.23,3,22,10,-1.045,1.271,3.056,3.742,-0.555,1.482,2.792,1.67,-0.73,1.213,3.455,1.101
2014-10-21,1941.28,-0.73,2,21,10,2.341,3.387,5.26,2.993,2.049,2.675,3.802,1.993,1.957,2.89,4.23,0.678
2014-10-20,1904.01,1.957,1,20,10,1.022,1.763,2.752,-1.75,0.614,1.291,1.347,-3.002,0.914,2.214,1.401,-3.295
2014-10-17,1886.76,0.914,5,17,10,0.733,1.811,2.658,-1.329,0.673,1.097,0.407,-2.313,1.288,1.303,0.641,-2.498
2014-10-16,1862.76,1.288,4,16,10,1.071,0.972,0.666,-3.479,0.421,0.055,-1.092,-4.147,0.014,-0.796,-2.275,-5.194
2014-10-15,1862.49,0.014,3,15,10,-0.097,0.832,-2.153,-4.767,-0.364,-0.683,-1.743,-3.94,-0.81,-0.653,-3.408,-5.356
2014-10-14,1877.7,-0.81,2,14,10,0.93,-0.303,-4.382,-4.04,-0.319,-1.146,-4.291,-2.947,0.158,-1.492,-4.632,-3.518
2014-10-13,1874.74,0.158,1,13,10,-1.222,-2.96,-3.884,-4.712,-0.83,-1.067,-2.71,-2.175,-1.647,-2.773,-3.119,-3.67
2014-10-10,1906.13,-1.647,5,10,10,-1.76,-4.091,-4.118,-4.829,-0.24,-3.181,-3.089,-2.605,-1.145,-3.188,-2.987,-3.354
2014-10-09,1928.21,-1.145,4,09,10,-2.373,-0.951,-2.672,-3.983,-2.949,-1.66,-2.236,-2.764,-2.066,-0.356,-2.017,-2.507
2014-10-08,1968.89,-2.066,3,08,10,1.456,-0.028,0.357,-1.888,1.328,0.095,1.404,-0.859,1.746,0.207,1.167,-0.704
2014-10-07,1935.1,1.746,2,07,10,-1.463,-1.737,-0.862,-2.538,-1.217,-0.586,0.549,-0.934,-1.513,-1.667,-0.568,-1.571
2014-10-06,1964.82,-1.513,1,06,10,-0.278,0.385,-0.742,-2.479,0.639,1.308,0.5,-1.357,-0.157,0.958,-0.379,-1.675
2014-10-03,1967.9,-0.157,5,03,10,0.665,0.89,-1.348,-1.707,0.665,1.142,-0.54,-2.197,1.117,1.117,-0.501,-0.75
2014-10-02,1946.17,1.117,4,02,10,0.224,-1.123,-2.237,-3.139,0.474,-0.797,-2.232,-3.356,0.001,-1.324,-1.85,-2.413
2014-10-01,1946.16,0.001,3,01,10,-1.344,-2.218,-1.691,-4.666,-1.265,-1.663,-1.475,-4.386,-1.325,-1.6,-1.009,-3.195
2014-09-30,1972.29,-1.325,2,30,09,-0.887,-1.126,-1.75,-4.167,-0.402,-1.446,-1.847,-2.65,-0.279,-0.533,-1.302,-1.942
2014-09-29,1977.8,-0.279,1,29,09,-0.242,0.54,-0.364,-2.974,-1.048,0.191,-1.666,-2.73,-0.255,0.601,-0.251,-1.188
2014-09-26,1982.85,-0.255,5,26,09,0.783,-0.631,-0.923,-2.829,1.252,-0.407,-1.15,-2.053,0.858,-0.773,-0.574,-0.807
2014-09-25,1965.99,0.858,4,25,09,-1.403,-0.899,-3.027,-3.046,-1.638,-1.854,-2.955,-2.119,-1.617,-0.846,-2.209,-0.914
2014-09-24,1998.3,-1.617,3,24,09,0.511,-0.295,-2.46,-2.057,-0.219,-0.746,-0.818,0.042,0.783,0.201,-0.649,0.643
2014-09-23,1982.77,0.783,2,23,09,-0.802,-2.147,-2.619,-3.486,-0.528,-1.122,-1.082,-1.031,-0.578,-1.374,-0.939,-0.735
2014-09-22,1994.29,-0.578,1,22,09,-1.357,-2.172,-1.923,-2.243,-0.597,-0.072,-0.913,-0.279,-0.801,-0.849,-0.235,-0.07
2014-09-19,2010.4,-0.801,5,19,09,-0.826,-0.482,-0.019,-0.758,0.528,0.041,0.862,-0.277,-0.048,0.441,1.324,1.104
2014-09-18,2011.36,-0.048,4,18,09,0.347,0.254,0.413,-0.733,-0.484,-0.842,0.867,-1.186,0.489,0.619,1.3,0.491
2014-09-17,2001.57,0.489,3,17,09,-0.092,0.465,-0.891,-1.174,-0.359,0.82,0.052,-2.196,0.13,0.879,0.206,-0.306
2014-09-16,1998.98,0.13,2,16,09,0.558,0.158,-0.326,-0.715,1.184,1.723,0.64,-0.946,0.748,0.677,0.165,0.067
2014-09-15,1984.13,0.748,1,15,09,-0.398,-1.349,-0.739,-1.545,0.532,-0.763,-1.129,-2.845,-0.071,-0.667,-0.217,-0.829
2014-09-12,1985.54,-0.071,5,12,09,-0.956,-0.484,-1.141,-1.299,-1.288,-1.064,-2.035,-2.752,-0.596,-0.509,-0.799,-0.836
2014-09-11,1997.45,-0.596,4,11,09,0.476,0.619,-0.286,-0.057,0.227,-0.37,-2.247,-2.443,0.088,0.453,-0.511,-0.296
2014-09-10,1995.69,0.088,3,10,09,0.142,-0.66,-0.39,-0.088,-0.596,-0.982,-1.576,-2.772,0.365,-0.292,-0.098,-0.053
2014-09-09,1988.44,0.365,2,09,09,-0.801,-0.9,-0.813,-0.353,-0.389,-1.884,-1.735,-2.15,-0.654,-0.96,-0.614,-0.584
2014-09-08,2001.54,-0.654,1,08,09,-0.099,0.272,-0.16,0.314,-1.501,-0.6,-0.731,-1.877,-0.307,0.195,-0.037,0.076
2014-09-05,2007.71,-0.307,5,05,09,0.371,0.088,0.229,0.749,0.915,0.151,-0.201,0.516,0.504,0.349,0.217,0.49
2014-09-04,1997.65,0.504,4,04,09,-0.282,-0.43,0.303,0.728,-0.757,-0.132,-1.215,-0.142,-0.153,-0.231,0.046,0.465
2014-09-03,2000.72,-0.153,3,03,09,-0.149,0.141,0.464,0.924,0.63,-0.352,-0.422,-0.171,-0.078,-0.132,0.03,0.419
2014-09-02,2002.28,-0.078,2,02,09,0.29,0.737,0.475,1.242,-0.975,-1.085,-1.154,-1.214,-0.054,0.277,0.113,0.794
2014-08-29,2003.37,-0.054,5,29,08,0.445,0.322,0.518,1.195,-0.11,-0.07,0.719,-0.03,0.332,0.162,0.273,1.099
2014-08-28,1996.74,0.332,4,28,08,-0.123,-0.26,0.424,1.35,0.04,-0.07,1.086,0.05,-0.169,-0.164,0.419,1.268
2014-08-27,2000.12,-0.169,3,27,08,-0.138,0.196,0.458,2.688,-0.11,0.79,0.252,0.505,0.005,0.11,0.389,2.305
2014-08-26,2000.02,0.005,2,26,08,0.334,0.686,0.764,2.592,0.901,1.157,-0.06,0.555,0.105,0.584,0.68,2.293
2014-08-25,1997.92,0.105,1,25,08,0.351,0.262,0.673,2.799,0.254,-0.534,-0.744,-0.343,0.479,0.279,0.824,2.63
2014-08-22,1988.4,0.479,5,22,08,-0.089,0.077,0.922,3.313,-0.786,-1.204,-1.025,0.01,-0.199,0.095,0.845,2.826
2014-08-21,1992.37,-0.199,4,21,08,0.166,0.41,2.22,3.039,-0.421,-0.211,0.252,0.557,0.295,0.544,1.908,2.863
2014-08-20,1986.51,0.295,3,20,08,0.244,0.844,1.814,3.324,0.211,0.181,0.616,-0.04,0.248,0.749,1.602,2.843
2014-08-19,1981.6,0.248,2,19,08,0.599,1.803,2.112,4.156,-0.03,0.465,0.404,1.241,0.5,1.358,1.792,3.772
2014-08-18,1971.74,0.5,1,18,08,1.197,0.962,2.369,3.145,0.495,0.434,1.046,0.546,0.853,0.847,1.965,2.682
2014-08-15,1955.06,0.853,5,15,08,-0.232,0.304,0.801,2.053,-0.061,-0.061,0.304,0.845,-0.006,0.428,0.937,1.815
2014-08-14,1955.18,-0.006,4,14,08,0.537,1.394,1.482,1.803,0.0,0.609,-0.652,-1.039,0.435,1.108,1.221,0.835
2014-08-13,1946.72,0.435,3,13,08,0.852,0.496,2.001,1.784,0.609,0.365,0.834,0.294,0.671,0.506,1.945,1.12
2014-08-12,1933.75,0.671,2,12,08,-0.353,0.088,0.758,0.815,-0.243,-1.253,-0.495,-0.455,-0.164,0.112,0.704,0.16
2014-08-11,1936.92,-0.164,1,11,08,0.442,1.498,1.241,-0.924,-1.013,0.468,0.54,-4.378,0.276,1.432,0.87,-1.683
2014-08-08,1931.59,0.276,5,08,08,1.051,0.67,0.316,-1.181,1.496,0.768,-0.389,-3.679,1.153,0.591,-0.382,-1.947
2014-08-07,1909.57,1.153,4,07,08,-0.377,-0.253,-0.213,-2.65,-0.717,0.071,-0.536,-5.845,-0.556,-0.554,-0.809,-3.504
2014-08-06,1920.24,-0.556,3,06,08,0.125,-0.352,0.056,-2.454,0.794,-1.149,0.04,-4.071,0.002,-0.967,-0.54,-2.937
2014-08-05,1920.21,0.002,2,05,08,-0.476,0.04,-2.138,-3.211,-1.927,-0.607,-4.891,-5.83,-0.969,-0.257,-2.531,-3.409
2014-08-04,1938.99,-0.969,1,04,08,0.518,0.409,-1.492,-2.654,1.346,1.203,-3.303,-3.952,0.719,0.431,-1.572,-2.417
2014-08-01,1925.15,0.719,5,01,08,-0.108,-2.178,-2.442,-3.216,-0.141,-4.31,-5.337,-4.578,-0.286,-2.28,-2.717,-2.943
2014-07-31,1930.67,-0.286,4,31,07,-2.072,-1.894,-2.508,-2.706,-4.174,-4.452,-4.109,-4.016,-2.0,-1.994,-2.41,-2.177
2014-07-30,1970.07,-2.0,3,30,07,0.181,-0.27,-1.096,-0.977,-0.29,-1.073,-0.988,0.506,0.006,-0.447,-0.901,-0.412
2014-07-29,1969.95,0.006,2,29,07,-0.451,-0.626,-1.179,0.047,-0.786,0.359,-0.671,1.212,-0.453,-0.424,-0.859,0.604
2014-07-28,1978.91,-0.453,1,28,07,-0.176,-0.828,-0.793,-0.561,1.153,0.086,0.802,0.578,0.029,-0.456,-0.233,-0.134
2014-07-25,1978.34,0.029,5,25,07,-0.653,-0.556,-0.203,-0.518,-1.055,-1.026,0.097,0.772,-0.485,-0.436,0.239,0.256
2014-07-24,1987.98,-0.485,4,24,07,0.097,0.035,0.121,-0.209,0.029,0.715,1.509,1.558,0.049,0.224,0.493,0.55
2014-07-23,1987.01,0.049,3,23,07,-0.062,0.355,1.241,0.113,0.686,1.135,1.896,2.467,0.175,0.678,1.475,0.988
2014-07-22,1983.53,0.175,2,22,07,0.418,0.086,0.234,0.07,0.446,0.788,-0.222,0.946,0.502,0.268,0.099,0.959
2014-07-21,1973.63,0.502,1,21,07,-0.331,0.883,-0.315,-1.051,0.341,0.753,0.674,-0.454,-0.232,0.792,0.018,0.041
2014-07-18,1978.22,-0.232,5,18,07,1.217,0.148,-0.33,-0.473,0.411,-1.002,0.049,-0.097,1.026,-0.169,0.057,0.739
2014-07-17,1958.12,1.026,4,17,07,-1.056,-1.187,-1.114,-2.429,-1.407,-0.078,0.56,-0.331,-1.183,-0.768,-0.48,-0.988
2014-07-16,1981.57,-1.183,3,16,07,-0.132,-0.477,-0.163,-2.14,1.348,1.062,1.17,1.15,0.42,0.226,0.86,-0.195
2014-07-15,1973.28,0.42,2,15,07,-0.345,0.074,-0.738,-1.71,-0.282,0.639,-1.12,0.807,-0.193,0.29,0.023,-0.068
2014-07-14,1977.1,-0.193,1,14,07,0.421,0.315,-0.143,-1.843,0.924,0.107,-0.146,1.302,0.484,0.632,0.682,0.192
2014-07-11,1967.57,0.484,5,11,07,-0.105,-0.812,-1.33,-1.489,-0.809,-1.748,-0.887,1.053,0.147,-0.267,-0.51,0.374
2014-07-10,1964.68,0.147,4,10,07,-0.707,-0.457,-1.98,-0.964,-0.946,-0.253,-0.019,1.344,-0.413,0.049,-1.046,0.19
2014-07-09,1972.83,-0.413,3,09,07,0.252,-0.523,-0.98,0.302,0.7,0.877,1.949,1.49,0.464,-0.244,-0.091,0.798
2014-07-08,1963.71,0.464,2,08,07,-0.773,-1.53,-1.702,-0.162,0.175,0.234,1.45,0.676,-0.705,-1.094,-0.487,0.213
2014-07-07,1977.65,-0.705,1,07,07,-0.763,-0.459,-0.161,1.293,0.058,1.063,1.957,-0.078,-0.392,0.153,0.889,1.419
2014-07-03,1985.44,-0.392,4,03,07,0.306,-0.175,1.037,1.255,1.004,1.213,1.364,-1.715,0.548,0.614,1.248,1.163
2014-07-02,1974.62,0.548,3,02,07,-0.48,0.299,1.295,0.837,0.207,0.884,-0.451,-2.177,0.066,0.734,0.889,0.599
2014-07-01,1973.32,0.066,2,01,07,0.783,1.214,1.566,1.347,0.675,0.148,-0.764,-1.237,0.668,0.63,0.704,0.706
2014-06-30,1960.23,0.668,1,30,06,0.428,0.992,1.456,0.595,-0.524,-1.323,-1.996,-1.996,-0.037,0.154,0.526,0.166
2014-06-27,1960.96,-0.037,5,27,06,0.562,0.348,0.216,0.667,-0.804,-0.911,-3.037,-1.181,0.191,0.073,-0.084,0.977
